reviewText,subjectivity,enhanced_subjectivity
I bought this to use while riding my bike on the beach path.....people hear me coming and pull over/get out of my way....it's great.,1.0,1.0
"Are All-Clad products wispy / wimpy in construction, whatever their national source?",0.0,0.0
Used the provided brush and it got caught in the spindles of the spaghetti maker.,0.0,0.0
Really like this salad spinner; it is really easy to use.,,0.0
"A great, protective case for a GoPro and several accessories.",0.0,0.0
"I understand that the device needs to fit snugly so that it won't slip out, but this is ridiculous.",1.0,1.0
I have two of these over my bed.,0.0,0.0
"the snap around the handle could be removed, or the first snap button can be removed.",0.0,0.0
It was exactly as described and arrived in perfect condition.,1.0,1.0
it's my Forever comb.,0.0,0.0
Not a lot needed to be said about this lol,1.0,1.0
Do not buy if your intended use is an HTPC.,0.0,0.0
I think you would too.,0.0,1.0
"Cleaning is a hassle, too.",0.0,0.0
"Since that time, I've had several computers and increased the storage space every time, including changing the hard drive.",0.0,0.0
Excellent purchase.,1.0,1.0
I wanted to buy some Disney characters before a trip to Disney World (and then we stay out of the gift shops once there; more time for rides :-)  I bought these after checking out the (vastly more expensive) alternatives.,1.0,1.0
But it woks great and the smell from the cleaning solution makes the razor smell like you are getting a shave from a brand new razor every time you use it.,1.0,1.0
Nice quality and extremely comfortable.,1.0,1.0
"It incorporates a heating unit, as well as the LED display.",0.0,0.0
Perfect for my Pugs.,1.0,1.0
Not a problem if you are using as an internally mounted speaker.,0.0,0.0
I haven't used this in the ocean yet but did preform the water test suggested and it stayed water tight for the 2 hours of the test.,0.0,0.0
"Cons

- Extremely weak on hard floors at any suction level, had to use my cordless to pickup a stuff this vacuum left on the floor and redo some areas.",0.0,0.0
Original Canon chargers may refuse to charge these aftermarket batteries.,1.0,1.0
Rapid delivery 2 days before earliest date given.,0.0,0.0
Normally when I make no knead bread in a Lodge cast iron Dutch oven I bake at 450 degrees F.  I got a wonderful crust with this silicon baker.,1.0,1.0
Great filter (and even comes with filter sponge).,1.0,1.0
Light weight but sturdy.,1.0,1.0
I was so excited that I immediately ordered that Steel Pinnacle Easy (!!!!!),1.0,1.0
This works great and keeps the water in the shower/tub.,1.0,1.0
The tab is essentially very fast due to the latest Tegra 4.,1.0,1.0
"This is a very sturdy box, for much cheaper than some other name brand cases.",0.0,0.0
It does what it says.,0.0,0.0
Needless to say we are replacing these and chalking them up as a loss.,1.0,1.0
Liked them.,1.0,1.0
"Excellent product, prompt shipping and an overall pleasant shopping experience!",1.0,1.0
Bottom line: May work great with Windows (I didn't try) but don't attempt with your Raspberry Pi.,1.0,1.0
Color looks more yellow that anything and the creases just looked like wrinkles for the first few days.,0.0,0.0
This has become my go to pan for EVERYTHING!,0.0,0.0
Then I vacuum with my new Dyson.,0.0,0.0
Not compensated for this review - they are just plain outstanding.,1.0,1.0
I'm expecting to get a lot of use out of them,0.0,0.0
The light will flash blue/red when it is ready to pair.,,0.0
Great for our nephew who loves baseball but has smaller siblings.,1.0,1.0
Perfect length.,1.0,1.0
Image quality up to ISO 800 is superb and the dynamic range is very good.,1.0,1.0
It possibly would have fit a slender ferret.,1.0,1.0
It usually lasts about 6 months before I have to replace it.,0.0,0.0
"KitchenAid rep stated that should it be the hub, they can also assist with that.",0.0,0.0
Ive had them for a while now and they have never done me wrong.,1.0,1.0
Works great.,1.0,1.0
"But, this does what it is supposed to do and makes the job easier and more efficient.",,0.0
For me that would be a deal breaker in hot weather.,1.0,1.0
But it is pretty inconvenient when you are getting a lot of little somethings in a pretty small radius and also need to move things around to vacuum up all those little somethings.,1.0,0.0
"But, the problem is with the camera mount part, two or three times during a ride I will have to readjust the camera because it has tilted down--and not because of the bumps.",0.0,0.0
I am quite satisfied with the XtremeMac Alarm Clock.,1.0,1.0
"The balance on them is good, not great, but again, this is not a $400 set.",1.0,1.0
If I wanted something worthless...,1.0,1.0
Had to hardwire to do it.,0.0,0.0
No loss or degradation of power.,0.0,0.0
"Ultimately, the system can't replace the bits that are lost in lossy compression schemes, although they can try and extrapolate what was lost and smooth things out.",1.0,1.0
Then I noticed that when my modem had a hickup the SR10000 would have to be reset.,0.0,0.0
"If your cat is picky, they may not want to use it at all.",0.0,0.0
Make sure you watch your fish's behavior after you install it.,1.0,1.0
Sometimes I forget the PC is in the room it's so quiet.,0.0,0.0
This tester makes it easy to tell what is at fault.,1.0,1.0
Thank heavens for this thing!,0.0,0.0
Great pack!,1.0,1.0
"He isn't a liquor drinker, but he enjoys Coca~Cola, particularly really cold, not watered-down Coca~Cola.",1.0,1.0
"I have played Day of Defeat: Source, as well as Blood Bowl Legendary Edition, and they make the games feel much more immersive.",1.0,1.0
I have a machine that I paid over a thousand dollars for.,0.0,0.0
Good idea to use after every meal if convenient.,1.0,1.0
We wanted a timer for brewing tea.,0.0,0.0
When the hot food has cooled and contracted some the screw lid is somewhat hard to get moving.,1.0,1.0
"(The black aluminum model is nice also and of course lighter, but it doesn't have the ""Hey, nice knife!""",1.0,1.0
Good item.,1.0,1.0
You have to push in the symbol on the front and you can tell it is on because it has a little backlight.,,0.0
"After four months of use, the vacuum motor was making very loud noises, it emitted a burning smell, and ultimately tripped the circuit breaker.",1.0,1.0
"Not sure why these AC adapters don't last longer, but glad amazon had this inexpensive option.",1.0,1.0
Did not work for me,0.0,0.0
I think it would be suitable for small birds.,,1.0
"Then when I turn it back on, it's at zero or the weight of the supplement/medication and the dish.",0.0,0.0
Now all I have to remember is to check my orders to find the seller again.,0.0,0.0
It would be nice if there was some warning mode for a low battery so I am trying to keep track of usage and charging accordingly.,1.0,1.0
And it does what it's meant to do...Distribute treats.,0.0,0.0
Didn't take much to break it .,0.0,0.0
"I can't put my phone, ds4, keyboard, mouse or anything else by the control box otherwise static and interference like mad.",1.0,1.0
I turned the volume down on my tablet and listened to the music.,0.0,0.0
Fun game.,0.0,0.0
Looked extremely dim after being used to a few florescents.,0.0,0.0
Definitely a good value!,1.0,1.0
"It had a strange scent, as if it were deliberately scented to smell like orange or citrus.",0.0,0.0
I found they froze quickly and are easy to clean.,1.0,1.0
Serves the purpose.,0.0,0.0
"However, the Monster Inspiration weighs more than any other headphone I have evaluated, is less comfortable on my head, doesn't cancel noise as well as competitors, doesn't have a balanced sound, and costs as much as the Bose.",0.0,0.0
"trash garbage
Can't handle 1 amp dc moter at 7 volt",0.0,0.0
Cant use the tape players because both doors broke.,0.0,0.0
Great shape and size for any bike.,1.0,1.0
"Plus under the plastic bed things, if you rub your hand under it, they didn't dull them out either, its very sharp as well.",1.0,1.0
It is now April and the replacement keyboard has stopped working too.,0.0,0.0
"I build 1/16 Scale R/C TANKS, on a Pro-Level, from the ground-up, on a reinforced chassis/hull.",0.0,0.0
My pups loved these.,1.0,1.0
I called tech support (24 hrs/day and very helpful).,0.0,0.0
"It makes for a nice look, but I can definitely feel them roughly on my fingertips.",1.0,1.0
Really nice,1.0,1.0
Fit my 9 year old,0.0,0.0
Hope this helps with any issues people are having.,0.0,0.0
They loved it!,1.0,1.0
I'm happy with this very easy to put on screen protector.,1.0,1.0
This was recommended to me by Amazon when I ordered the ClosetMaid Cubeicals.,0.0,0.0
I also used some on our storage shed's hinges which were creaking.,0.0,0.0
PROS:I successfully launched it into an alley dumpster from 10 floors up.,1.0,1.0
Skin as if gold and velvet to the touch.,0.0,0.0
The chest strap has two male ends.,0.0,0.0
"Overall, we atre very pleased with the Samsung, and without experience with other 3D TVs, do not know if this is a universal issue with 3D glasses or specific to the Samsung.",0.0,0.0
These weren't as pictured.,0.0,0.0
Very nice quality for the price.,1.0,1.0
Very happy that I decided to give these a try!,1.0,1.0
"I doubt if this particular model actually does ""motion alert"".",0.0,0.0
In no way does this jacket hinder his running which makes him endlessly happy.,1.0,1.0
I also kind of had those thoughts before purchasing.,1.0,1.0
I actually use this to listen to the music on my iPod Touch.,0.0,0.0
You will need to balance where things will be hung as is can swing front to back.,0.0,0.0
Been using this for six months and haven't had a single issue.,0.0,0.0
so far so good,1.0,1.0
He tried one of these today and says it worked perfect.,1.0,1.0
Very happy with this mattress pad.,1.0,1.0
Fits perfectly on the cabinet door.,1.0,1.0
"You need to place it on the ground all by itself, don't use on the counter, it gets super loud, and the notifications from my phone, let's just say, keep your phone on vibrate and you should be fine.",1.0,1.0
"This is a well constructed and uninstrusive satchel
Just the right size a trade show last weekend.",0.0,0.0
Looks just like the picture.,0.0,0.0
And a great recipe booklet!!!,1.0,1.0
"So, I found this & bought it.",0.0,0.0
"Halves, cores and slices in one tool.",0.0,0.0
"I am so pleased with this camera and can endorse it strongly, because you will get so much bang for your buck.",1.0,1.0
All and all a good buy but only 4 stars because I would have liked a 1080p TV.,1.0,1.0
Works great.,1.0,1.0
This leads to a rather uncomfortable shave.,1.0,1.0
"The boss finally said, ""Just get one already!",1.0,1.0
"(Dropped to 4, see update below).",0.0,0.0
There is nothing to interconnect or snap together.,0.0,0.0
"The touchpad is much larger, I prefer this design, the RAM isn't soldered to the motherboard, and there is an extra SSD slot.",0.0,0.0
"Meanwhile the internal 5400 rpm hdd scored 84MB/s read, 74MB/s write.",0.0,0.0
"The 5 fans are already pre-mounted for you, all you need to do is hook them up.",0.0,0.0
Nice table!,1.0,1.0
"Only thing is that it is not meant for use in the shower, which is how I would use the first one, so that's probably why it died.",1.0,0.0
"The structure is held up by bars that for some reason aren't connected to the base, and when you factor in an anxious, moving kitty = falls down every time.",1.0,1.0
